id,name,type,parentId
150523,开鲁县,4,150500
150524,库伦旗,4,150500
150525,奈曼旗,4,150500
150526,扎鲁特旗,4,150500
150571,通辽经济技术开发区,4,150500
150581,霍林郭勒市,4,150500
150602,东胜区,4,150600
150603,康巴什区,4,150600
150621,达拉特旗,4,150600
150622,准格尔旗,4,150600
150623,鄂托克前旗,4,150600
150624,鄂托克旗,4,150600
150625,杭锦旗,4,150600
150626,乌审旗,4,150600
150627,伊金霍洛旗,4,150600
150702,海拉尔区,4,150700
150703,扎赉诺尔区,4,150700
150721,阿荣旗,4,150700
150722,莫力达瓦达斡尔族自治旗,4,150700
150723,鄂伦春自治旗,4,150700
150724,鄂温克族自治旗,4,150700
150725,陈巴尔虎旗,4,150700
150726,新巴尔虎左旗,4,150700
150727,新巴尔虎右旗,4,150700
150781,满洲里市,4,150700
150782,牙克石市,4,150700
150783,扎兰屯市,4,150700
150784,额尔古纳市,4,150700
150785,根河市,4,150700
150802,临河区,4,150800
150821,五原县,4,150800
150822,磴口县,4,150800
150823,乌拉特前旗,4,150800
150824,乌拉特中旗,4,150800
150825,乌拉特后旗,4,150800
150826,杭锦后旗,4,150800
150902,集宁区,4,150900
150921,卓资县,4,150900
150922,化德县,4,150900
150923,商都县,4,150900
150924,兴和县,4,150900
150925,凉城县,4,150900
150926,察哈尔右翼前旗,4,150900
150927,察哈尔右翼中旗,4,150900
150928,察哈尔右翼后旗,4,150900
150929,四子王旗,4,150900
150981,丰镇市,4,150900
152201,乌兰浩特市,4,152200
152202,阿尔山市,4,152200
152221,科尔沁右翼前旗,4,152200
152222,科尔沁右翼中旗,4,152200
152223,扎赉特旗,4,152200
152224,突泉县,4,152200
152501,二连浩特市,4,152500
152502,锡林浩特市,4,152500
152522,阿巴嘎旗,4,152500
152523,苏尼特左旗,4,152500
152524,苏尼特右旗,4,152500
152525,东乌珠穆沁旗,4,152500
152526,西乌珠穆沁旗,4,152500
152527,太仆寺旗,4,152500
152528,镶黄旗,4,152500
152529,正镶白旗,4,152500
152530,正蓝旗,4,152500
152531,多伦县,4,152500
152571,乌拉盖管委会,4,152500
152921,阿拉善左旗,4,152900
152922,阿拉善右旗,4,152900
152923,额济纳旗,4,152900
152971,内蒙古阿拉善高新技术产业开发区,4,152900
210102,和平区,4,210100
210103,沈河区,4,210100
210104,大东区,4,210100
210105,皇姑区,4,210100
210106,铁西区,4,210100
210111,苏家屯区,4,210100
210112,浑南区,4,210100
210113,沈北新区,4,210100
210114,于洪区,4,210100
210115,辽中区,4,210100
210123,康平县,4,210100
210124,法库县,4,210100
210181,新民市,4,210100
210202,中山区,4,210200
210203,西岗区,4,210200
210204,沙河口区,4,210200
210211,甘井子区,4,210200
210212,旅顺口区,4,210200
210213,金州区,4,210200
210214,普兰店区,4,210200
210224,长海县,4,210200
210281,瓦房店市,4,210200
210283,庄河市,4,210200
210302,铁东区,4,210300
210303,铁西区,4,210300
210304,立山区,4,210300
210311,千山区,4,210300
210321,台安县,4,210300
210323,岫岩满族自治县,4,210300
210381,海城市,4,210300
210402,新抚区,4,210400
210403,东洲区,4,210400
210404,望花区,4,210400
210411,顺城区,4,210400
210421,抚顺县,4,210400
210422,新宾满族自治县,4,210400
210423,清原满族自治县,4,210400
210502,平山区,4,210500
210503,溪湖区,4,210500
210504,明山区,4,210500
210505,南芬区,4,210500
210521,本溪满族自治县,4,210500
210522,桓仁满族自治县,4,210500
210602,元宝区,4,210600
210603,振兴区,4,210600
210604,振安区,4,210600
210624,宽甸满族自治县,4,210600
210681,东港市,4,210600
210682,凤城市,4,210600
210702,古塔区,4,210700
210703,凌河区,4,210700
210711,太和区,4,210700
210726,黑山县,4,210700
210727,义县,4,210700
210781,凌海市,4,210700
210782,北镇市,4,210700
210802,站前区,4,210800
210803,西市区,4,210800
210804,鲅鱼圈区,4,210800
210811,老边区,4,210800
210881,盖州市,4,210800
210882,大石桥市,4,210800
210902,海州区,4,210900
210903,新邱区,4,210900
210904,太平区,4,210900
210905,清河门区,4,210900
210911,细河区,4,210900
210921,阜新蒙古族自治县,4,210900
210922,彰武县,4,210900
211002,白塔区,4,211000
211003,文圣区,4,211000
211004,宏伟区,4,211000
211005,弓长岭区,4,211000
211011,太子河区,4,211000
211021,辽阳县,4,211000
211081,灯塔市,4,211000
211102,双台子区,4,211100
211103,兴隆台区,4,211100
211104,大洼区,4,211100
211122,盘山县,4,211100
211202,银州区,4,211200
211204,清河区,4,211200
211221,铁岭县,4,211200
211223,西丰县,4,211200
211224,昌图县,4,211200
211281,调兵山市,4,211200
211282,开原市,4,211200
211302,双塔区,4,211300
211303,龙城区,4,211300
211321,朝阳县,4,211300
211322,建平县,4,211300
211324,喀喇沁左翼蒙古族自治县,4,211300
211381,北票市,4,211300
211382,凌源市,4,211300
211402,连山区,4,211400
211403,龙港区,4,211400
211404,南票区,4,211400
211421,绥中县,4,211400
211422,建昌县,4,211400
211481,兴城市,4,211400
220102,南关区,4,220100
220103,宽城区,4,220100
220104,朝阳区,4,220100
220105,二道区,4,220100
220106,绿园区,4,220100
220112,双阳区,4,220100
220113,九台区,4,220100
220122,农安县,4,220100
220171,长春经济技术开发区,4,220100
220172,长春净月高新技术产业开发区,4,220100
220173,长春高新技术产业开发区,4,220100
220174,长春汽车经济技术开发区,4,220100
220182,榆树市,4,220100
220183,德惠市,4,220100
220184,公主岭市,4,220100
220202,昌邑区,4,220200
220203,龙潭区,4,220200
220204,船营区,4,220200
220211,丰满区,4,220200
220221,永吉县,4,220200
220271,吉林经济开发区,4,220200
220272,吉林高新技术产业开发区,4,220200
220273,吉林中国新加坡食品区,4,220200
220281,蛟河市,4,220200
220282,桦甸市,4,220200
220283,舒兰市,4,220200
220284,磐石市,4,220200
220302,铁西区,4,220300
220303,铁东区,4,220300
220322,梨树县,4,220300
220323,伊通满族自治县,4,220300
220382,双辽市,4,220300
220402,龙山区,4,220400
220403,西安区,4,220400
220421,东丰县,4,220400
220422,东辽县,4,220400
220502,东昌区,4,220500
220503,二道江区,4,220500
220521,通化县,4,220500
220523,辉南县,4,220500
220524,柳河县,4,220500
220581,梅河口市,4,220500
220582,集安市,4,220500
220602,浑江区,4,220600
220605,江源区,4,220600
220621,抚松县,4,220600
220622,靖宇县,4,220600
220623,长白朝鲜族自治县,4,220600
220681,临江市,4,220600
220702,宁江区,4,220700
220721,前郭尔罗斯蒙古族自治县,4,220700
220722,长岭县,4,220700
220723,乾安县,4,220700
220771,吉林松原经济开发区,4,220700
220781,扶余市,4,220700
220802,洮北区,4,220800
220821,镇赉县,4,220800
220822,通榆县,4,220800
220871,吉林白城经济开发区,4,220800
220881,洮南市,4,220800
220882,大安市,4,220800
222401,延吉市,4,222400
222402,图们市,4,222400
222403,敦化市,4,222400
222404,珲春市,4,222400
222405,龙井市,4,222400
222406,和龙市,4,222400
222424,汪清县,4,222400
222426,安图县,4,222400
230102,道里区,4,230100
230103,南岗区,4,230100
230104,道外区,4,230100
230108,平房区,4,230100
230109,松北区,4,230100
230110,香坊区,4,230100
230111,呼兰区,4,230100
230112,阿城区,4,230100
230113,双城区,4,230100
230123,依兰县,4,230100
230124,方正县,4,230100
230125,宾县,4,230100
230126,巴彦县,4,230100
230127,木兰县,4,230100
230128,通河县,4,230100
230129,延寿县,4,230100
230183,尚志市,4,230100
230184,五常市,4,230100
230202,龙沙区,4,230200
230203,建华区,4,230200
230204,铁锋区,4,230200
230205,昂昂溪区,4,230200
230206,富拉尔基区,4,230200
230207,碾子山区,4,230200
230208,梅里斯达斡尔族区,4,230200
230221,龙江县,4,230200
230223,依安县,4,230200
230224,泰来县,4,230200
230225,甘南县,4,230200
230227,富裕县,4,230200
230229,克山县,4,230200
230230,克东县,4,230200
230231,拜泉县,4,230200
230281,讷河市,4,230200
230302,鸡冠区,4,230300
230303,恒山区,4,230300
230304,滴道区,4,230300
230305,梨树区,4,230300
230306,城子河区,4,230300
230307,麻山区,4,230300
230321,鸡东县,4,230300
230381,虎林市,4,230300
230382,密山市,4,230300
230402,向阳区,4,230400
230403,工农区,4,230400
230404,南山区,4,230400
230405,兴安区,4,230400
230406,东山区,4,230400
230407,兴山区,4,230400
230421,萝北县,4,230400
230422,绥滨县,4,230400
230502,尖山区,4,230500
230503,岭东区,4,230500
230505,四方台区,4,230500
230506,宝山区,4,230500
230521,集贤县,4,230500
230522,友谊县,4,230500
230523,宝清县,4,230500
230524,饶河县,4,230500
230602,萨尔图区,4,230600
230603,龙凤区,4,230600
230604,让胡路区,4,230600
230605,红岗区,4,230600
230606,大同区,4,230600
230621,肇州县,4,230600
230622,肇源县,4,230600
230623,林甸县,4,230600
230624,杜尔伯特蒙古族自治县,4,230600
230671,大庆高新技术产业开发区,4,230600
230717,伊美区,4,230700
230718,乌翠区,4,230700
230719,友好区,4,230700
230722,嘉荫县,4,230700
230723,汤旺县,4,230700
230724,丰林县,4,230700
230725,大箐山县,4,230700
230726,南岔县,4,230700
230751,金林区,4,230700
230781,铁力市,4,230700
230803,向阳区,4,230800
230804,前进区,4,230800
230805,东风区,4,230800
230811,郊区,4,230800
230822,桦南县,4,230800
230826,桦川县,4,230800
230828,汤原县,4,230800
230881,同江市,4,230800
230882,富锦市,4,230800
230883,抚远市,4,230800
230902,新兴区,4,230900
230903,桃山区,4,230900
230904,茄子河区,4,230900
230921,勃利县,4,230900
231002,东安区,4,231000
231003,阳明区,4,231000
231004,爱民区,4,231000
231005,西安区,4,231000
231025,林口县,4,231000
231071,牡丹江经济技术开发区,4,231000
231081,绥芬河市,4,231000
231083,海林市,4,231000
231084,宁安市,4,231000
231085,穆棱市,4,231000
231086,东宁市,4,231000
231102,爱辉区,4,231100
231123,逊克县,4,231100
231124,孙吴县,4,231100
231181,北安市,4,231100
231182,五大连池市,4,231100
231183,嫩江市,4,231100
231202,北林区,4,231200
231221,望奎县,4,231200
231222,兰西县,4,231200
231223,青冈县,4,231200
231224,庆安县,4,231200
231225,明水县,4,231200
231226,绥棱县,4,231200
231281,安达市,4,231200
231282,肇东市,4,231200
231283,海伦市,4,231200
232701,漠河市,4,232700
232721,呼玛县,4,232700
232722,塔河县,4,232700
232761,加格达奇区,4,232700
232762,松岭区,4,232700
232763,新林区,4,232700
232764,呼中区,4,232700
310101,黄浦区,4,310100
310104,徐汇区,4,310100
310105,长宁区,4,310100
310106,静安区,4,310100
310107,普陀区,4,310100
310109,虹口区,4,310100
310110,杨浦区,4,310100
310112,闵行区,4,310100
310113,宝山区,4,310100
310114,嘉定区,4,310100
310115,浦东新区,4,310100
310116,金山区,4,310100
310117,松江区,4,310100
310118,青浦区,4,310100
310120,奉贤区,4,310100
310151,崇明区,4,310100
320102,玄武区,4,320100
320104,秦淮区,4,320100
320105,建邺区,4,320100
320106,鼓楼区,4,320100
320111,浦口区,4,320100
320113,栖霞区,4,320100
320114,雨花台区,4,320100
320115,江宁区,4,320100
320116,六合区,4,320100
320117,溧水区,4,320100
320118,高淳区,4,320100
320205,锡山区,4,320200
320206,惠山区,4,320200
320211,滨湖区,4,320200
320213,梁溪区,4,320200
320214,新吴区,4,320200
320281,江阴市,4,320200
320282,宜兴市,4,320200
320302,鼓楼区,4,320300
320303,云龙区,4,320300
320305,贾汪区,4,320300
320311,泉山区,4,320300
320312,铜山区,4,320300
320321,丰县,4,320300
320322,沛县,4,320300
320324,睢宁县,4,320300
320371,徐州经济技术开发区,4,320300
320381,新沂市,4,320300
320382,邳州市,4,320300
320402,天宁区,4,320400
320404,钟楼区,4,320400
320411,新北区,4,320400
320412,武进区,4,320400
320413,金坛区,4,320400
320481,溧阳市,4,320400
320505,虎丘区,4,320500
320506,吴中区,4,320500
320507,相城区,4,320500
320508,姑苏区,4,320500
320509,吴江区,4,320500
320571,苏州工业园区,4,320500
320581,常熟市,4,320500
320582,张家港市,4,320500
320583,昆山市,4,320500
320585,太仓市,4,320500
320612,通州区,4,320600
320613,崇川区,4,320600
320614,海门区,4,320600
320623,如东县,4,320600
320671,南通经济技术开发区,4,320600
320681,启东市,4,320600
320682,如皋市,4,320600
320685,海安市,4,320600
320703,连云区,4,320700
320706,海州区,4,320700
320707,赣榆区,4,320700
320722,东海县,4,320700
320723,灌云县,4,320700
320724,灌南县,4,320700
320771,连云港经济技术开发区,4,320700
320772,连云港高新技术产业开发区,4,320700
320803,淮安区,4,320800
320804,淮阴区,4,320800
320812,清江浦区,4,320800
320813,洪泽区,4,320800
320826,涟水县,4,320800
320830,盱眙县,4,320800
320831,金湖县,4,320800
320871,淮安经济技术开发区,4,320800
320902,亭湖区,4,320900
320903,盐都区,4,320900
320904,大丰区,4,320900
320921,响水县,4,320900
320922,滨海县,4,320900
320923,阜宁县,4,320900
320924,射阳县,4,320900
320925,建湖县,4,320900
320971,盐城经济技术开发区,4,320900
320981,东台市,4,320900
321002,广陵区,4,321000
321003,邗江区,4,321000
321012,江都区,4,321000
321023,宝应县,4,321000
321071,扬州经济技术开发区,4,321000
321081,仪征市,4,321000
321084,高邮市,4,321000
321102,京口区,4,321100
321111,润州区,4,321100
321112,丹徒区,4,321100
321171,镇江新区,4,321100
321181,丹阳市,4,321100
321182,扬中市,4,321100
321183,句容市,4,321100
321202,海陵区,4,321200
321203,高港区,4,321200
321204,姜堰区,4,321200
321271,泰州医药高新技术产业开发区,4,321200
321281,兴化市,4,321200
321282,靖江市,4,321200
321283,泰兴市,4,321200
321302,宿城区,4,321300
321311,宿豫区,4,321300
321322,沭阳县,4,321300
321323,泗阳县,4,321300
321324,泗洪县,4,321300
321371,宿迁经济技术开发区,4,321300
330102,上城区,4,330100
330105,拱墅区,4,330100
330106,西湖区,4,330100
330108,滨江区,4,330100
330109,萧山区,4,330100
330110,余杭区,4,330100
330111,富阳区,4,330100
330112,临安区,4,330100
330113,临平区,4,330100
330114,钱塘区,4,330100
330122,桐庐县,4,330100
330127,淳安县,4,330100
330182,建德市,4,330100
330203,海曙区,4,330200
330205,江北区,4,330200
330206,北仑区,4,330200
330211,镇海区,4,330200
330212,鄞州区,4,330200
330213,奉化区,4,330200
330225,象山县,4,330200
330226,宁海县,4,330200
330281,余姚市,4,330200
330282,慈溪市,4,330200
330302,鹿城区,4,330300
330303,龙湾区,4,330300
330304,瓯海区,4,330300
330305,洞头区,4,330300
330324,永嘉县,4,330300
330326,平阳县,4,330300
330327,苍南县,4,330300
330328,文成县,4,330300
330329,泰顺县,4,330300
330371,温州经济技术开发区,4,330300
330381,瑞安市,4,330300
330382,乐清市,4,330300
330383,龙港市,4,330300
330402,南湖区,4,330400
330411,秀洲区,4,330400
330421,嘉善县,4,330400
330424,海盐县,4,330400
330481,海宁市,4,330400
330482,平湖市,4,330400
330483,桐乡市,4,330400
330502,吴兴区,4,330500
330503,南浔区,4,330500
330521,德清县,4,330500
330522,长兴县,4,330500
330523,安吉县,4,330500
330602,越城区,4,330600
330603,柯桥区,4,330600
330604,上虞区,4,330600
330624,新昌县,4,330600
330681,诸暨市,4,330600
330683,嵊州市,4,330600
330702,婺城区,4,330700
330703,金东区,4,330700
330723,武义县,4,330700
330726,浦江县,4,330700
330727,磐安县,4,330700
330781,兰溪市,4,330700
330782,义乌市,4,330700
330783,东阳市,4,330700
330784,永康市,4,330700
330802,柯城区,4,330800
330803,衢江区,4,330800
330822,常山县,4,330800
330824,开化县,4,330800
330825,龙游县,4,330800
330881,江山市,4,330800
330902,定海区,4,330900
330903,普陀区,4,330900
330921,岱山县,4,330900
330922,嵊泗县,4,330900
331002,椒江区,4,331000
331003,黄岩区,4,331000
331004,路桥区,4,331000
331022,三门县,4,331000
331023,天台县,4,331000
331024,仙居县,4,331000
331081,温岭市,4,331000
331082,临海市,4,331000
331083,玉环市,4,331000
331102,莲都区,4,331100
331121,青田县,4,331100
331122,缙云县,4,331100
331123,遂昌县,4,331100
331124,松阳县,4,331100
331125,云和县,4,331100
331126,庆元县,4,331100
331127,景宁畲族自治县,4,331100
331181,龙泉市,4,331100
340102,瑶海区,4,340100
340103,庐阳区,4,340100
340104,蜀山区,4,340100
340111,包河区,4,340100
340121,长丰县,4,340100
340122,肥东县,4,340100
340123,肥西县,4,340100
340124,庐江县,4,340100
340171,合肥高新技术产业开发区,4,340100
340172,合肥经济技术开发区,4,340100
340173,合肥新站高新技术产业开发区,4,340100
340181,巢湖市,4,340100
340202,镜湖区,4,340200
340207,鸠江区,4,340200
340209,弋江区,4,340200
340210,湾沚区,4,340200
340212,繁昌区,4,340200
340223,南陵县,4,340200
340271,芜湖经济技术开发区,4,340200
340272,安徽芜湖三山经济开发区,4,340200
340281,无为市,4,340200
340302,龙子湖区,4,340300
340303,蚌山区,4,340300
340304,禹会区,4,340300
340311,淮上区,4,340300
340321,怀远县,4,340300
340322,五河县,4,340300
340323,固镇县,4,340300
340371,蚌埠市高新技术开发区,4,340300
340372,蚌埠市经济开发区,4,340300
340402,大通区,4,340400
340403,田家庵区,4,340400
340404,谢家集区,4,340400
340405,八公山区,4,340400
340406,潘集区,4,340400
340421,凤台县,4,340400
340422,寿县,4,340400
340503,花山区,4,340500
340504,雨山区,4,340500
340506,博望区,4,340500
340521,当涂县,4,340500
340522,含山县,4,340500
340523,和县,4,340500
340602,杜集区,4,340600
340603,相山区,4,340600
340604,烈山区,4,340600
340621,濉溪县,4,340600
340705,铜官区,4,340700
340706,义安区,4,340700
340711,郊区,4,340700
340722,枞阳县,4,340700
340802,迎江区,4,340800
340803,大观区,4,340800
340811,宜秀区,4,340800
340822,怀宁县,4,340800
340825,太湖县,4,340800
340826,宿松县,4,340800
340827,望江县,4,340800
340828,岳西县,4,340800
340871,安徽安庆经济开发区,4,340800
340881,桐城市,4,340800
340882,潜山市,4,340800
341002,屯溪区,4,341000
341003,黄山区,4,341000
341004,徽州区,4,341000
341021,歙县,4,341000
341022,休宁县,4,341000
341023,黟县,4,341000
341024,祁门县,4,341000
341102,琅琊区,4,341100
341103,南谯区,4,341100
341122,来安县,4,341100
341124,全椒县,4,341100
341125,定远县,4,341100
341126,凤阳县,4,341100
341171,中新苏滁高新技术产业开发区,4,341100
341172,滁州经济技术开发区,4,341100
341181,天长市,4,341100
341182,明光市,4,341100
341202,颍州区,4,341200
341203,颍东区,4,341200
341204,颍泉区,4,341200
341221,临泉县,4,341200
341222,太和县,4,341200
341225,阜南县,4,341200
341226,颍上县,4,341200
341271,阜阳合肥现代产业园区,4,341200
341272,阜阳经济技术开发区,4,341200
341282,界首市,4,341200
341302,埇桥区,4,341300
341321,砀山县,4,341300
341322,萧县,4,341300
341323,灵璧县,4,341300
341324,泗县,4,341300
341371,宿州马鞍山现代产业园区,4,341300
341372,宿州经济技术开发区,4,341300
341502,金安区,4,341500
341503,裕安区,4,341500
341504,叶集区,4,341500
341522,霍邱县,4,341500
341523,舒城县,4,341500
341524,金寨县,4,341500
341525,霍山县,4,341500
341602,谯城区,4,341600
341621,涡阳县,4,341600
341622,蒙城县,4,341600
341623,利辛县,4,341600
341702,贵池区,4,341700
341721,东至县,4,341700
341722,石台县,4,341700
341723,青阳县,4,341700
341802,宣州区,4,341800
341821,郎溪县,4,341800
341823,泾县,4,341800
341824,绩溪县,4,341800
341825,旌德县,4,341800
341871,宣城市经济开发区,4,341800
341881,宁国市,4,341800
341882,广德市,4,341800
350102,鼓楼区,4,350100
350103,台江区,4,350100
350104,仓山区,4,350100
350105,马尾区,4,350100
350111,晋安区,4,350100
350112,长乐区,4,350100
350121,闽侯县,4,350100
350122,连江县,4,350100
350123,罗源县,4,350100
350124,闽清县,4,350100
350125,永泰县,4,350100
350128,平潭县,4,350100
350181,福清市,4,350100
350203,思明区,4,350200
350205,海沧区,4,350200
350206,湖里区,4,350200
350211,集美区,4,350200
350212,同安区,4,350200
350213,翔安区,4,350200
350302,城厢区,4,350300
350303,涵江区,4,350300
350304,荔城区,4,350300
350305,秀屿区,4,350300
350322,仙游县,4,350300
350404,三元区,4,350400
350405,沙县区,4,350400
350421,明溪县,4,350400
350423,清流县,4,350400
350424,宁化县,4,350400
350425,大田县,4,350400
350426,尤溪县,4,350400
350428,将乐县,4,350400
350429,泰宁县,4,350400
350430,建宁县,4,350400
350481,永安市,4,350400
350502,鲤城区,4,350500
350503,丰泽区,4,350500
350504,洛江区,4,350500
350505,泉港区,4,350500
350521,惠安县,4,350500
350524,安溪县,4,350500
350525,永春县,4,350500
350526,德化县,4,350500
350527,金门县,4,350500
350581,石狮市,4,350500
350582,晋江市,4,350500
350583,南安市,4,350500
350602,芗城区,4,350600
350603,龙文区,4,350600
350604,龙海区,4,350600
350605,长泰区,4,350600
350622,云霄县,4,350600
350623,漳浦县,4,350600
350624,诏安县,4,350600
350626,东山县,4,350600
350627,南靖县,4,350600
350628,平和县,4,350600
350629,华安县,4,350600
350702,延平区,4,350700
350703,建阳区,4,350700
350721,顺昌县,4,350700
350722,浦城县,4,350700
350723,光泽县,4,350700
350724,松溪县,4,350700
350725,政和县,4,350700
350781,邵武市,4,350700
350782,武夷山市,4,350700
350783,建瓯市,4,350700
350802,新罗区,4,350800
350803,永定区,4,350800
350821,长汀县,4,350800
350823,上杭县,4,350800
350824,武平县,4,350800
350825,连城县,4,350800
350881,漳平市,4,350800
350902,蕉城区,4,350900
350921,霞浦县,4,350900
350922,古田县,4,350900
350923,屏南县,4,350900
350924,寿宁县,4,350900
350925,周宁县,4,350900
350926,柘荣县,4,350900
350981,福安市,4,350900
350982,福鼎市,4,350900
360102,东湖区,4,360100
360103,西湖区,4,360100
360104,青云谱区,4,360100
360111,青山湖区,4,360100
360112,新建区,4,360100
360113,红谷滩区,4,360100
360121,南昌县,4,360100
360123,安义县,4,360100
360124,进贤县,4,360100
360202,昌江区,4,360200
360203,珠山区,4,360200
360222,浮梁县,4,360200
360281,乐平市,4,360200
360302,安源区,4,360300
360313,湘东区,4,360300
360321,莲花县,4,360300
360322,上栗县,4,360300
360323,芦溪县,4,360300
360402,濂溪区,4,360400
360403,浔阳区,4,360400
360404,柴桑区,4,360400
360423,武宁县,4,360400
360424,修水县,4,360400
360425,永修县,4,360400
360426,德安县,4,360400
360428,都昌县,4,360400
360429,湖口县,4,360400
360430,彭泽县,4,360400
360481,瑞昌市,4,360400
360482,共青城市,4,360400
360483,庐山市,4,360400
360502,渝水区,4,360500
360521,分宜县,4,360500
360602,月湖区,4,360600
360603,余江区,4,360600
360681,贵溪市,4,360600
360702,章贡区,4,360700
360703,南康区,4,360700
360704,赣县区,4,360700
360722,信丰县,4,360700
360723,大余县,4,360700
360724,上犹县,4,360700
360725,崇义县,4,360700
360726,安远县,4,360700
360728,定南县,4,360700
360729,全南县,4,360700
360730,宁都县,4,360700
360731,于都县,4,360700
360732,兴国县,4,360700
360733,会昌县,4,360700
360734,寻乌县,4,360700
360735,石城县,4,360700
360781,瑞金市,4,360700
360783,龙南市,4,360700
360802,吉州区,4,360800
360803,青原区,4,360800
360821,吉安县,4,360800
360822,吉水县,4,360800
360823,峡江县,4,360800
360824,新干县,4,360800
360825,永丰县,4,360800
360826,泰和县,4,360800
360827,遂川县,4,360800
360828,万安县,4,360800
360829,安福县,4,360800
360830,永新县,4,360800
360881,井冈山市,4,360800
360902,袁州区,4,360900
360921,奉新县,4,360900
360922,万载县,4,360900
360923,上高县,4,360900
360924,宜丰县,4,360900
360925,靖安县,4,360900
360926,铜鼓县,4,360900
360981,丰城市,4,360900
360982,樟树市,4,360900
360983,高安市,4,360900
361002,临川区,4,361000
361003,东乡区,4,361000
361021,南城县,4,361000
361022,黎川县,4,361000
361023,南丰县,4,361000
361024,崇仁县,4,361000
361025,乐安县,4,361000
361026,宜黄县,4,361000
361027,金溪县,4,361000
361028,资溪县,4,361000
361030,广昌县,4,361000
361102,信州区,4,361100
361103,广丰区,4,361100
361104,广信区,4,361100
361123,玉山县,4,361100
361124,铅山县,4,361100
361125,横峰县,4,361100
361126,弋阳县,4,361100
361127,余干县,4,361100
361128,鄱阳县,4,361100
361129,万年县,4,361100
361130,婺源县,4,361100
361181,德兴市,4,361100
370102,历下区,4,370100
370103,市中区,4,370100
370104,槐荫区,4,370100
370105,天桥区,4,370100
370112,历城区,4,370100
370113,长清区,4,370100
370114,章丘区,4,370100
370115,济阳区,4,370100
370116,莱芜区,4,370100
370117,钢城区,4,370100
370124,平阴县,4,370100
370126,商河县,4,370100
370171,济南高新技术产业开发区,4,370100
370202,市南区,4,370200
370203,市北区,4,370200
370211,黄岛区,4,370200
370212,崂山区,4,370200
370213,李沧区,4,370200
370214,城阳区,4,370200
370215,即墨区,4,370200
370271,青岛高新技术产业开发区,4,370200
370281,胶州市,4,370200
370283,平度市,4,370200
370285,莱西市,4,370200
370302,淄川区,4,370300
370303,张店区,4,370300
370304,博山区,4,370300
370305,临淄区,4,370300
370306,周村区,4,370300
370321,桓台县,4,370300
370322,高青县,4,370300
370323,沂源县,4,370300
370402,市中区,4,370400
370403,薛城区,4,370400
370404,峄城区,4,370400
370405,台儿庄区,4,370400
370406,山亭区,4,370400
370481,滕州市,4,370400
370502,东营区,4,370500
370503,河口区,4,370500
370505,垦利区,4,370500
370522,利津县,4,370500
370523,广饶县,4,370500
370571,东营经济技术开发区,4,370500
370572,东营港经济开发区,4,370500
370602,芝罘区,4,370600
370611,福山区,4,370600
370612,牟平区,4,370600
370613,莱山区,4,370600
370614,蓬莱区,4,370600
370671,烟台高新技术产业开发区,4,370600
370672,烟台经济技术开发区,4,370600
370681,龙口市,4,370600
370682,莱阳市,4,370600
370683,莱州市,4,370600
370685,招远市,4,370600
370686,栖霞市,4,370600
370687,海阳市,4,370600
370702,潍城区,4,370700
370703,寒亭区,4,370700
370704,坊子区,4,370700
370705,奎文区,4,370700
370724,临朐县,4,370700
370725,昌乐县,4,370700
370772,潍坊滨海经济技术开发区,4,370700
370781,青州市,4,370700
370782,诸城市,4,370700
370783,寿光市,4,370700
370784,安丘市,4,370700
370785,高密市,4,370700
370786,昌邑市,4,370700
370811,任城区,4,370800
370812,兖州区,4,370800
370826,微山县,4,370800
370827,鱼台县,4,370800
370828,金乡县,4,370800
370829,嘉祥县,4,370800
370830,汶上县,4,370800
370831,泗水县,4,370800
370832,梁山县,4,370800
370871,济宁高新技术产业开发区,4,370800
370881,曲阜市,4,370800
370883,邹城市,4,370800
370902,泰山区,4,370900
370911,岱岳区,4,370900
370921,宁阳县,4,370900
370923,东平县,4,370900
370982,新泰市,4,370900
370983,肥城市,4,370900
371002,环翠区,4,371000
371003,文登区,4,371000
371071,威海火炬高技术产业开发区,4,371000
371072,威海经济技术开发区,4,371000
371073,威海临港经济技术开发区,4,371000
371082,荣成市,4,371000
371083,乳山市,4,371000
371102,东港区,4,371100
371103,岚山区,4,371100
371121,五莲县,4,371100
371122,莒县,4,371100
371171,日照经济技术开发区,4,371100
371302,兰山区,4,371300
371311,罗庄区,4,371300
371312,河东区,4,371300
371321,沂南县,4,371300
371322,郯城县,4,371300
371323,沂水县,4,371300
371324,兰陵县,4,371300
371325,费县,4,371300
371326,平邑县,4,371300
371327,莒南县,4,371300
371328,蒙阴县,4,371300
371329,临沭县,4,371300
371371,临沂高新技术产业开发区,4,371300
371402,德城区,4,371400
371403,陵城区,4,371400
371422,宁津县,4,371400
371423,庆云县,4,371400
371424,临邑县,4,371400
371425,齐河县,4,371400
371426,平原县,4,371400
371427,夏津县,4,371400
371428,武城县,4,371400
371471,德州经济技术开发区,4,371400
371472,德州运河经济开发区,4,371400
371481,乐陵市,4,371400
371482,禹城市,4,371400
371502,东昌府区,4,371500
371503,茌平区,4,371500
371521,阳谷县,4,371500
371522,莘县,4,371500
371524,东阿县,4,371500
371525,冠县,4,371500
371526,高唐县,4,371500
371581,临清市,4,371500
371602,滨城区,4,371600
371603,沾化区,4,371600
371621,惠民县,4,371600
371622,阳信县,4,371600
371623,无棣县,4,371600
371625,博兴县,4,371600
371681,邹平市,4,371600
